Date,Transaction Description,Debit,Credit,Balance,Category 1,Category 2,Category 3,DR/CR
2028-10-05,JB HiFi,625,0,5843,Expense,Leisure & Lifestyle,Electronics,DR
2028-10-05,ATO Tax Refund ,159,0,5684,Income,Income,Other Income,DR
2028-10-05,PayPal Transfer from Sale ,220,0,5464,Income,Income,Other Income,DR
2028-10-07,Event Cinemas ,369,0,5095,Expense,Leisure & Lifestyle,Entertainment,DR
2028-10-07,Beach Café ,419,0,4676,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2028-10-08,NRMA Roadside Assistance ,125,0,4551,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-10-08,G8 Education ,306,0,4245,Expense,Personal,Children & Family,DR
2028-10-08,Salary Deposit from Woolworths Group ,40,0,4205,Income,Income,Wages,DR
2028-10-09,Caltex ,167,0,4038,Expense,Transport,Fuel,DR
2028-10-09,Service NSW ,344,0,3694,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-10-10, NSW Land Registry Services ,28,0,3666,Expense,Personal,Life Admin,DR
2028-10-11,TerryWhite Chemmart ,76,0,3590,Expense,Personal,Health & Medical,DR
2028-10-11,Airbnb Host Income ,130,0,3460,Income,Income,Other Income,DR
2028-10-11,Big W ,82,0,3378,Expense,Personal,Children & Family,DR
2028-10-11,The Baxter Inn ,316,0,3062,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-10-12,Optometrist ,222,0,2840,Expense,Personal,Health & Medical,DR
2028-10-12,Surfstitch ,131,0,2709,Expense,Personal,Clothing & Accessories,DR
2028-10-14,Supercheap Auto ,38,0,2671,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-10-15,Bunnings Warehouse ,123,0,2548,Expense,Household,Maintenance & Improvements,DR
2028-10-16,Service NSW ,214,0,2334,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-10-16,Rooftop Bar ,105,0,2229,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-10-16,Sydney Water ,212,0,2017,Expense,Household,Utilities,DR
2028-10-16,AGL Energy ,84,0,1933,Expense,Household,Utilities,DR
2028-10-17,The Victory Hotel ,128,0,1805,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-10-17, NSW Land Registry Services ,51,0,1754,Expense,Personal,Life Admin,DR
2028-10-18,Gardening Australia ,160,0,1594,Expense,Household,Maintenance & Improvements,DR
2028-10-18,Domino’s Pizza ,33,0,1561,Expense,Leisure & Lifestyle,Takeaway,DR
2028-10-18,Ladbrokes ,56,0,1505,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2028-10-18,Goodstart Early Learning ,78,0,1427,Expense,Personal,Children & Family,DR
2028-10-19,KU Children's Services ,89,0,1338,Expense,Personal,Children & Family,DR
2028-10-19,CommSec Share Trading Gains ,53,0,1285,Income,Income,Investments,DR
2028-10-19,The Victory Hotel ,45,0,1240,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-10-20,Medicare Claim ,29,0,1211,Expense,Personal,Health & Medical,DR
2028-10-20,Lorna Jane ,16,0,1195,Expense,Personal,Clothing & Accessories,DR
2028-10-20,Australian Veterinary Association ,35,0,1160,Expense,Household,Pets,DR
2028-10-21,The Ivy ,89,0,1071,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-10-21,Café Nero ,55,0,1016,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2028-10-22,Grill’d ,41,0,975,Expense,Leisure & Lifestyle,Takeaway,DR
2028-10-23,Caltex ,34,0,941,Expense,Transport,Fuel,DR
2028-10-24,VicRoads ,87,0,854,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-10-25,Menulog ,70,0,784,Expense,Leisure & Lifestyle,Takeaway,DR
2028-10-25,Taronga Zoo ,21,0,763,Expense,Leisure & Lifestyle,Entertainment,DR
2028-10-25,ATO Tax Refund ,68,0,695,Income,Income,Other Income,DR
2028-10-26,Kmart Tyre & Auto Service ,13,0,682,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-10-27,Timezone ,26,0,656,Expense,Leisure & Lifestyle,Entertainment,DR
2028-10-27,Amazon Prime ,16,0,640,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-10-28,Stand Up Paddleboard Rental ,52,0,588,Expense,Personal,Fitness & Wellbeing,DR
2028-10-28,Stand Up Paddleboard Rental ,26,0,562,Expense,Personal,Fitness & Wellbeing,DR
2028-10-28,Montessori Schools ,56,0,506,Expense,Personal,Education,DR
2028-11-01,Monthly Income,0,6542,7048,Income,Income,Wages,CR
2028-11-02,Big W ,343,0,6705,Expense,Personal,Children & Family,DR
2028-11-02, National Bank ,660,0,6045,Expense,Personal,Fees & Charges,DR
2028-11-04,Microsoft 365 ,126,0,5919,Expense,Personal,Education,DR
2028-11-06,Tennis Australia ,586,0,5333,Expense,Personal,Fitness & Wellbeing,DR
2028-11-06,Catholic Education Office ,288,0,5045,Expense,Personal,Education,DR
2028-11-08,Eat Street Northshore ,299,0,4746,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-11-10,Apple Store ,286,0,4460,Expense,Leisure & Lifestyle,Electronics,DR
2028-11-10,Priceline Pharmacy ,186,0,4274,Expense,Personal,Health & Medical,DR
2028-11-15,TerryWhite Chemmart ,229,0,4045,Expense,Personal,Health & Medical,DR
2028-11-16,Local Hospital ,23,0,4022,Expense,Personal,Health & Medical,DR
2028-11-17,Kmart ,349,0,3673,Expense,Personal,Children & Family,DR
2028-11-18,The Athlete's Foot ,121,0,3552,Expense,Personal,Clothing & Accessories,DR
2028-11-19,Priceline Pharmacy ,253,0,3299,Expense,Personal,Health & Medical,DR
2028-11-21,Ultra Tune ,62,0,3237,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-11-23,Rental Deposit from RealEstate.com.au ,86,0,3151,Income,Income,Other Income,DR
2028-11-25,Stan ,248,0,2903,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-11-25,Jetts Fitness ,78,0,2825,Expense,Personal,Fitness & Wellbeing,DR
2028-11-26,Adobe Creative Cloud ,266,0,2559,Expense,Leisure & Lifestyle,Hobbies,DR
2028-11-27,VetLove ,172,0,2387,Expense,Household,Pets,DR
2028-11-27,BP ,164,0,2223,Expense,Transport,Fuel,DR
2028-12-01,Monthly Income,0,6542,8765,Income,Income,Wages,CR
2028-12-02,Boost Juice Bars ,661,0,8104,Expense,Leisure & Lifestyle,Takeaway,DR
2028-12-05,Greencross Vets ,53,0,8051,Expense,Household,Pets,DR
2028-12-05,Hungry Jack’s ,714,0,7337,Expense,Leisure & Lifestyle,Takeaway,DR
2028-12-05,The Athlete's Foot ,541,0,6796,Expense,Personal,Clothing & Accessories,DR
2028-12-06,Local Hospital ,142,0,6654,Expense,Personal,Health & Medical,DR
2028-12-06,Quay Restaurant ,662,0,5992,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-12-07,David Jones ,452,0,5540,Expense,Personal,Clothing & Accessories,DR
2028-12-07,Caltex ,87,0,5453,Expense,Transport,Fuel,DR
2028-12-08,Beach Café ,334,0,5119,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2028-12-09,Spotify ,197,0,4922,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-12-11,AustralianSuper Pension ,161,0,4761,Income,Income,Other Income,DR
2028-12-11,Physiotherapy Clinic ,302,0,4459,Expense,Personal,Health & Medical,DR
2028-12-12,Boost Juice Bars ,360,0,4099,Expense,Leisure & Lifestyle,Takeaway,DR
2028-12-13,G8 Education ,143,0,3956,Expense,Personal,Children & Family,DR
2028-12-13,The Good Guys ,196,0,3760,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-12-13,Australian Veterinary Association ,108,0,3652,Expense,Household,Pets,DR
2028-12-15,Shell V Power,99,0,3553,Expense,Transport,Fuel,DR
2028-12-16,Chiropractor ,315,0,3238,Expense,Personal,Health & Medical,DR
2028-12-16,Caltex ,148,0,3090,Expense,Transport,Fuel,DR
2028-12-17,Scouts Australia ,283,0,2807,Expense,Leisure & Lifestyle,Hobbies,DR
2028-12-17,MyCar Tyre & Auto ,261,0,2546,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-12-17,Coles ,66,0,2480,Expense,Household,Groceries,DR
2028-12-17, The Good Guys ,191,0,2289,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-12-17, BSA Ltd ,31,0,2258,Expense,Household,Maintenance & Improvements,DR
2028-12-18, BSA Ltd ,103,0,2155,Expense,Household,Maintenance & Improvements,DR
2028-12-18,The Coffee Club ,99,0,2056,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2028-12-18,The Australian ,190,0,1866,Expense,Personal,Education,DR
2028-12-19,IKEA ,186,0,1680,Expense,Household,Maintenance & Improvements,DR
2028-12-20,Beachside Yoga Classes ,76,0,1604,Expense,Personal,Fitness & Wellbeing,DR
2028-12-20,Camp Australia ,148,0,1456,Expense,Leisure & Lifestyle,Hobbies,DR
2028-12-20,ALDI ,94,0,1362,Expense,Household,Groceries,DR
2028-12-21,CommSec Share Trading Gains ,16,0,1346,Income,Income,Investments,DR
2028-12-21,Massage Therapy Center ,41,0,1305,Expense,Personal,Health & Medical,DR
2028-12-23,Pathology Lab ,13,0,1292,Expense,Personal,Health & Medical,DR
2028-12-24,OfficeMax ,103,0,1189,Expense,Personal,Life Admin,DR
2028-12-25,Kumon ,94,0,1095,Expense,Personal,Education,DR
2028-12-25,Acupuncture Clinic ,98,0,997,Expense,Personal,Health & Medical,DR
2028-12-25,David Jones ,23,0,974,Expense,Personal,Clothing & Accessories,DR
2028-12-26,Foxtel ,81,0,893,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-12-28,Hungry Jack’s ,12,0,881,Expense,Leisure & Lifestyle,Takeaway,DR
2028-12-28,Uber ,19,0,862,Expense,Transport,Taxies & Share Cars,DR
2029-01-01,Monthly Income,0,6542,7404,Income,Income,Wages,CR
2029-01-02,Car Wash Cafe ,624,0,6780,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2029-01-02,Child Support Agency Deposit ,254,0,6526,Income,Income,Other Income,DR
2029-01-04,Surfstitch ,70,0,6456,Expense,Personal,Clothing & Accessories,DR
2029-01-05,Catholic Education Office ,344,0,6112,Expense,Personal,Education,DR
2029-01-05,South East Water ,517,0,5595,Expense,Household,Utilities,DR
2029-01-06,Origin Energy ,406,0,5189,Expense,Household,Utilities,DR
2029-01-06,Tabcorp ,355,0,4834,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2029-01-07,Foxtel ,234,0,4600,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2029-01-07,Ballet Schools ,319,0,4281,Expense,Personal,Fitness & Wellbeing,DR
2029-01-07,Lorna Jane ,373,0,3908,Expense,Personal,Clothing & Accessories,DR
2029-01-08,Freedom Furniture ,172,0,3736,Expense,Household,Maintenance & Improvements,DR
2029-01-08,Country Road ,358,0,3378,Expense,Personal,Clothing & Accessories,DR
2029-01-08,Domino’s Pizza ,182,0,3196,Expense,Leisure & Lifestyle,Takeaway,DR
2029-01-08,ALDI ,215,0,2981,Expense,Household,Groceries,DR
2029-01-08,Audible ,125,0,2856,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2029-01-08,The Rocks Bar and Pub ,96,0,2760,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2029-01-10,Zarraffa's Coffee ,274,0,2486,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2029-01-11,BWS ,18,0,2468,Expense,Leisure & Lifestyle,Alcohol,DR
2029-01-11,NRMA Roadside Assistance ,50,0,2418,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2029-01-11,Woolworths ,45,0,2373,Expense,Household,Groceries,DR
2029-01-11,Audible ,152,0,2221,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2029-01-11,Beachside Caravan Park ,212,0,2009,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2029-01-12,Green Slip Insurance ,114,0,1895,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2029-01-12, Ray White Real Estate ,70,0,1825,Expense,Personal,Life Admin,DR
2029-01-12,Sunburn Swimwear ,72,0,1753,Expense,Personal,Clothing & Accessories,DR
2029-01-12,Health Food Store ,12,0,1741,Expense,Personal,Fitness & Wellbeing,DR
2029-01-12,Ice Cream Parlour ,64,0,1677,Expense,Leisure & Lifestyle,Takeaway,DR
2029-01-13,Little Athletics ,141,0,1536,Expense,Personal,Fitness & Wellbeing,DR
2029-01-13,Ice Cream Parlour ,110,0,1426,Expense,Leisure & Lifestyle,Takeaway,DR
2029-01-13,Timezone ,15,0,1411,Expense,Leisure & Lifestyle,Entertainment,DR
2029-01-14,Muffin Break ,137,0,1274,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2029-01-14,Ladbrokes ,100,0,1174,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2029-01-14,KU Children's Services ,17,0,1157,Expense,Personal,Children & Family,DR
2029-01-14,BWS ,69,0,1088,Expense,Leisure & Lifestyle,Alcohol,DR
2029-01-14,Kmart ,24,0,1064,Expense,Personal,Children & Family,DR
2029-01-16,Gardening Australia ,79,0,985,Expense,Household,Maintenance & Improvements,DR
2029-01-16,Sea Life Aquarium ,6,0,979,Expense,Leisure & Lifestyle,Entertainment,DR
2029-01-16,The Victory Hotel ,53,0,926,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2029-01-17,Stan ,77,0,849,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2029-01-17,Kmart ,9,0,840,Expense,Personal,Children & Family,DR
2029-01-18,Rip Curl ,38,0,802,Expense,Personal,Clothing & Accessories,DR
2029-01-19,Origin Energy ,26,0,776,Expense,Household,Utilities,DR
2029-01-19,EB Games ,51,0,725,Expense,Leisure & Lifestyle,"Apps, Games & Software",DR
2029-01-19,Queensland Urban Utilities ,22,0,703,Expense,Household,Utilities,DR
2029-01-19,Catholic Education Office ,70,0,633,Expense,Personal,Education,DR
2029-01-19,Menulog ,13,0,620,Expense,Leisure & Lifestyle,Takeaway,DR
2029-01-20,QBE Insurance Claim Payout ,56,0,564,Income,Income,Other Income,DR
2029-01-21,Queensland Urban Utilities ,6,0,558,Expense,Household,Utilities,DR
2029-01-22,Centrelink JobSeeker Payment ,6,0,552,Income,Income,Other Income,DR
2029-01-23,Australian Veterinary Association ,8,0,544,Expense,Household,Pets,DR
2029-01-23,Tabcorp ,50,0,494,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2029-01-23,Pathology Lab ,22,0,472,Expense,Personal,Health & Medical,DR
2029-01-23, NSW Land Registry Services ,17,0,455,Expense,Personal,Life Admin,DR
2029-01-25,Optometrist ,20,0,435,Expense,Personal,Health & Medical,DR
2029-01-27,Barbeques Galore ,39,0,396,Expense,Household,"Furniture, Electronics & Homewares",DR
2029-01-27, Jim’s Building Inspections ,37,0,359,Expense,Household,Maintenance & Improvements,DR
2029-01-27,Jetts Fitness ,12,0,347,Expense,Personal,Fitness & Wellbeing,DR
2029-01-28, NSW Land Registry Services ,29,0,318,Expense,Personal,Life Admin,DR
2029-01-28,Officeworks ,6,0,312,Expense,Personal,Life Admin,DR
2029-02-01,Monthly Income,0,6542,6854,Income,Income,Wages,CR
2029-02-02,Gold's Gym ,420,0,6434,Expense,Personal,Fitness & Wellbeing,DR
2029-02-03,Hobart Brewing Company ,578,0,5856,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2029-02-04,QBE Insurance Claim Payout ,63,0,5793,Income,Income,Other Income,DR
2029-02-04,City Beach ,10,0,5783,Expense,Personal,Clothing & Accessories,DR
2029-02-05,The Athlete's Foot ,83,0,5700,Expense,Personal,Clothing & Accessories,DR
2029-02-07,IKEA ,322,0,5378,Expense,Household,Maintenance & Improvements,DR
2029-02-07,Rooftop Bar ,340,0,5038,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2029-02-07,Coles Express ,461,0,4577,Expense,Transport,Fuel,DR
2029-02-08,AustralianSuper Pension ,118,0,4459,Income,Income,Other Income,DR
2029-02-08,Booktopia ,37,0,4422,Expense,Leisure & Lifestyle,Hobbies,DR
2029-02-08,ATO Tax Refund ,165,0,4257,Income,Income,Other Income,DR
2029-02-09,Rooftop Bar ,50,0,4207,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2029-02-09,Priceline Pharmacy ,407,0,3800,Expense,Personal,Health & Medical,DR
2029-02-09,Medicare Claim ,71,0,3729,Expense,Personal,Health & Medical,DR
2029-02-10, Jim’s Building Inspections ,292,0,3437,Expense,Household,Maintenance & Improvements,DR
2029-02-10,The Rocks Bar and Pub ,118,0,3319,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2029-02-10,Beachfront Markets ,72,0,3247,Expense,Personal,Clothing & Accessories,DR
2029-02-10,Kumon ,100,0,3147,Expense,Personal,Education,DR
2029-02-10, Ray White Real Estate ,109,0,3038,Expense,Personal,Life Admin,DR
2029-02-10,Netflix ,6,0,3032,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2029-02-11,Gardening Australia ,295,0,2737,Expense,Household,Maintenance & Improvements,DR
2029-02-11,Toys 'R' Us ,37,0,2700,Expense,Personal,CHildren & Family,DR
2029-02-12,Quay Restaurant ,14,0,2686,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2029-02-12,Snap Fitness ,110,0,2576,Expense,Personal,Fitness & Wellbeing,DR
2029-02-13,Swim Australia ,89,0,2487,Expense,Personal,Fitness & Wellbeing,DR
2029-02-14,The Athlete's Foot ,67,0,2420,Expense,Personal,Clothing & Accessories,DR
2029-02-14,Apple Store ,91,0,2329,Expense,Leisure & Lifestyle,Electronics,DR
2029-02-14,Child Support Agency Deposit ,70,0,2259,Income,Income,Other Income,DR
2029-02-15,King Swim ,38,0,2221,Expense,Personal,Fitness & Wellbeing,DR
2029-02-15,Palace Cinemas ,21,0,2200,Expense,Leisure & Lifestyle,Entertainment,DR
2029-02-15,Spotlight ,20,0,2180,Expense,Leisure & Lifestyle,Hobbies,DR
2029-02-15,Hungry Jack’s ,20,0,2160,Expense,Leisure & Lifestyle,Takeaway,DR
2029-02-16,Tabcorp ,136,0,2024,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2029-02-18,Goodstart Early Learning ,133,0,1891,Expense,Personal,Children & Family,DR
2029-02-18,Beach Café ,31,0,1860,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2029-02-20,Cookie ,11,0,1849,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2029-02-21,Kumon ,164,0,1685,Expense,Personal,Education,DR
2029-02-22,Lorna Jane ,77,0,1608,Expense,Personal,Clothing & Accessories,DR
2029-02-22,Kayo Sports ,42,0,1566,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2029-02-23,Domino’s Pizza ,151,0,1415,Expense,Leisure & Lifestyle,Takeaway,DR
2029-02-23,EB Games ,104,0,1311,Expense,Leisure & Lifestyle,"Apps, Games & Software",DR
2029-02-23,Target ,115,0,1196,Expense,Personal,Clothing & Accessories,DR
2029-02-25,Woolworths ,13,0,1183,Expense,Household,Groceries,DR
2029-02-25,Boost Juice Bars ,13,0,1170,Expense,Leisure & Lifestyle,Takeaway,DR
2029-02-26,ABC Reading Eggs ,12,0,1158,Expense,Personal,Education,DR
2029-02-26, Jim's Mowing ,97,0,1061,Expense,Household,Maintenance & Improvements,DR
2029-02-27,Telstra ,49,0,1012,Expense,Personal,Mobile Phone,DR
2029-02-28,Karate for Kids ,92,0,920,Expense,Personal,Fitness & Wellbeing,DR
2029-02-28,Beachside Caravan Park ,36,0,884,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2029-03-01,Monthly Income,0,6542,7426,Income,Income,Wages,CR
2029-03-02,Flight Centre ,82,0,7344,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2029-03-03,Coles Express ,220,0,7124,Expense,Transport,Fuel,DR
2029-03-04,Village Cinemas ,482,0,6642,Expense,Leisure & Lifestyle,Entertainment,DR
2029-03-04,Supercheap Auto ,618,0,6024,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2029-03-04,OfficeMax ,388,0,5636,Expense,Personal,Life Admin,DR
2029-03-05,Specsavers ,289,0,5347,Expense,Personal,Health & Medical,DR
2029-03-05,Payday Advance ,297,0,5050,Income,Income,Other Income,DR
2029-03-07,Rooftop Bar ,398,0,4652,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2029-03-07,Sunburn Swimwear ,365,0,4287,Expense,Personal,Clothing & Accessories,DR
2029-03-07, Slater and Gordon Lawyers ,59,0,4228,Expense,Personal,Life Admin,DR
2029-03-08,AustralianSuper Pension ,341,0,3887,Income,Income,Other Income,DR
2029-03-08,Stan ,130,0,3757,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2029-03-08,Target ,157,0,3600,Expense,Personal,Clothing & Accessories,DR
2029-03-08,Event Cinemas ,140,0,3460,Expense,Leisure & Lifestyle,Entertainment,DR
2029-03-10,Harvey Norman ,243,0,3217,Expense,Household,"Furniture, Electronics & Homewares",DR
2029-03-12,Muffin Break ,275,0,2942,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2029-03-12,EnergyAustralia ,130,0,2812,Expense,Household,Utilities,DR
2029-03-12,Spotlight ,237,0,2575,Expense,Leisure & Lifestyle,Hobbies,DR
2029-03-12, Fantastic Furniture ,51,0,2524,Expense,Household,"Furniture, Electronics & Homewares",DR
2029-03-12,Bunnings Warehouse ,89,0,2435,Expense,Household,Maintenance & Improvements,DR
2029-03-14,ABC Reading Eggs ,73,0,2362,Expense,Personal,Education,DR
2029-03-14,Gardening Australia ,172,0,2190,Expense,Household,Maintenance & Improvements,DR
2029-03-15,Freedom Furniture ,67,0,2123,Expense,Household,Maintenance & Improvements,DR
2029-03-15,ATO Tax Refund ,180,0,1943,Income,Income,Other Income,DR
2029-03-16,South East Water ,74,0,1869,Expense,Household,Utilities,DR
2029-03-16,Beach Café ,64,0,1805,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2029-03-16,The Iconic ,41,0,1764,Expense,Personal,Clothing & Accessories,DR
2029-03-17,Montessori Schools ,116,0,1648,Expense,Personal,Education,DR
2029-03-17, Commonwealth Bank ,90,0,1558,Expense,Household,Rent & Mortgage,DR
2029-03-17,Spotify ,126,0,1432,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2029-03-17,Physiotherapy Clinic ,141,0,1291,Expense,Personal,Health & Medical,DR
2029-03-18,Quay Restaurant ,46,0,1245,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2029-03-18,AMF Bowling ,93,0,1152,Expense,Leisure & Lifestyle,Entertainment,DR
2029-03-18, Jim’s Building Inspections ,83,0,1069,Expense,Household,Maintenance & Improvements,DR
2029-03-18,Caltex Woolworths ,72,0,997,Expense,Transport,Fuel,DR
2029-03-19, National Bank ,28,0,969,Expense,Personal,Fees & Charges,DR
2029-03-20,Greencross Vets ,12,0,957,Expense,Household,Pets,DR
2029-03-20,The Baxter Inn ,60,0,897,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2029-03-21,Childcare Payments ,23,0,874,Expense,Personal,Children & Family,DR
2029-03-22,Priceline Pharmacy ,22,0,852,Expense,Personal,Health & Medical,DR
2029-03-22,YMCA ,60,0,792,Expense,Personal,Fitness & Wellbeing,DR
2029-03-22,ALDI ,48,0,744,Expense,Household,Groceries,DR
2029-03-23,The Iconic ,59,0,685,Expense,Personal,Clothing & Accessories,DR
2029-03-23,The Baxter Inn ,35,0,650,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2029-03-24,Catholic Education Office ,23,0,627,Expense,Personal,Education,DR
